Place of Interest,Type of place,Place address,BiciMAD station,Station locaiton,Available bikes
Protección a la Infancia,Monuments,Pza Campillo del Mundo Nuevo ,46 - Ribera de Curtidores,Calle Ribera de Curtidores nº 28,9
Artieda y Labiano,Monuments,C Navas de Tolosa 10,22 - Jacometrezo,Calle Jacometrezo nº 3,0
Enrique Carrión,Monuments,C Gran Vía 41,22 - Jacometrezo,Calle Jacometrezo nº 3,0
Rubén Darío,Monuments,CALLE VENERAS 4,22 - Jacometrezo,Calle Jacometrezo nº 3,0
Edificio de la Beneficiencia,Monuments,C Ternera 2,22 - Jacometrezo,Calle Jacometrezo nº 3,0
José María Torrijos,Monuments,C Preciados 30,22 - Jacometrezo,Calle Jacometrezo nº 3,0
Jaime Balmes,Monuments,C Leganitos 5,23 - Santo Domingo,Plaza de Santo Domingo nº 1,23
Tomás Bretón,Monuments,CALLE CAMPOMANES 10,23 - Santo Domingo,Plaza de Santo Domingo nº 1,23
María Teresa Rodríguez del Toro de Bolívar,Monuments,C Fuencarral 2,211 - Desengaño,Calle Desengaño nº 1,23
Fernández Valliciergo Vicente,Monuments,C Ballesta 7,211 - Desengaño,Calle Desengaño nº 1,23
Proalí,Monuments,CALLE FUENCARRAL 1,211 - Desengaño,Calle Desengaño nº 1,23
José María Iparraguirre,Monuments,C Montera 48,211 - Desengaño,Calle Desengaño nº 1,23
José Martí,Monuments,C Desengaño ,211 - Desengaño,Calle Desengaño nº 1,23
Beata Maria Ana de Jesús,Monuments,C Valverde 15,211 - Desengaño,Calle Desengaño nº 1,23
Simón Bolívar y María Teresa del Toro,Monuments,C Gravina 19,58 - Augusto Figueroa,Calle Augusto Figueroa nº 33,0
Enrique Jardiel Poncela,Monuments,C Augusto Figueroa 29,58 - Augusto Figueroa,Calle Augusto Figueroa nº 33,0
Leonardo Torres Quevedo,Monuments,C Válgame Dios 3,58 - Augusto Figueroa,Calle Augusto Figueroa nº 33,0
Eduardo Rosales,Monuments,CALLE LIBERTAD 23,58 - Augusto Figueroa,Calle Augusto Figueroa nº 33,0
Botica de José Ortega Hernández,Monuments,C Montera 17,56 - Plaza del Carmen ,Plaza del Carmen nº 1,0
Pepín Fernández,Monuments,Pza Carmen ,56 - Plaza del Carmen ,Plaza del Carmen nº 1,0
Juan Gris,Monuments,C Carmen 4,56 - Plaza del Carmen ,Plaza del Carmen nº 1,0
Cuerpo de Bomberos,Monuments,C Montera 31,56 - Plaza del Carmen ,Plaza del Carmen nº 1,0
Calderón de la Barca,Monuments,C Mayor 61,9 - Plaza de San Miguel,Plaza de San Miguel nº 9,10
Iglesia San Salvador,Monuments,C Mayor 70,9 - Plaza de San Miguel,Plaza de San Miguel nº 9,10
Ricardo Villa,Monuments,Trav Bringas 1,9 - Plaza de San Miguel,Plaza de San Miguel nº 9,10
Fuente en la calle Espejo,Monuments,C Espejo 8,9 - Plaza de San Miguel,Plaza de San Miguel nº 9,10
Calle de Santiago,Monuments,C Santiago 6,9 - Plaza de San Miguel,Plaza de San Miguel nº 9,10
Calle de Milaneses,Monuments,C Milaneses 1,9 - Plaza de San Miguel,Plaza de San Miguel nº 9,10
Botica de la Reina Madre,Monuments,C Mayor 59,9 - Plaza de San Miguel,Plaza de San Miguel nº 9,10
Rosalía de Castro,Monuments,C Ballesta 13,17 - Carlos Cambronero,Plaza de Carlos Cambronero nº 2,22
Augusto d'Halmar,Monuments,CALLE LORETO Y CHICOTE 8,17 - Carlos Cambronero,Plaza de Carlos Cambronero nº 2,22
Miguel de Cervantes,Monuments,C Cervantes 2,41 - Antón Martín,Calle Atocha nº 54,13
Marcelino Menéndez Pelayo,Monuments,C León 21,41 - Antón Martín,Calle Atocha nº 54,13
"Antonia Mercé, la Argentina",Monuments,C Ave María 8,41 - Antón Martín,Calle Atocha nº 54,13
Francisco de Quevedo y Villegas,Monuments,C Lope de Vega 17,41 - Antón Martín,Calle Atocha nº 54,13
Daniel Urrabieta Vierge,Monuments,C Huertas 28,41 - Antón Martín,Calle Atocha nº 54,13
Abogados Laboristas,Monuments,C Atocha 55,41 - Antón Martín,Calle Atocha nº 54,13
El Abrazo,Monuments,Pza Antón Martín ,41 - Antón Martín,Calle Atocha nº 54,13
Francisco de Quevedo y Villegas,Monuments,C Huertas 43,41 - Antón Martín,Calle Atocha nº 54,13
Miguel de Cervantes,Monuments,C Huertas 28,41 - Antón Martín,Calle Atocha nº 54,13
José Echegaray y Eizaguirre,Monuments,C Huertas 24,41 - Antón Martín,Calle Atocha nº 54,13
Miguel de Cervantes,Monuments,C Cervantes 2,41 - Antón Martín,Calle Atocha nº 54,13
Cinematógrafo,Monuments,CARRERA SAN JERONIMO 32,28 - Sevilla,Calle Alcalá nº 27,18
Conrado del Campo,Monuments,Ctra Aduana 16,28 - Sevilla,Calle Alcalá nº 27,18
Conde de Peñalver,Monuments,C Gran Vía 2,28 - Sevilla,Calle Alcalá nº 27,18
Rafael El Gallo,Monuments,C Cedaceros 3,28 - Sevilla,Calle Alcalá nº 27,18
Centenario de la primera sesión de cine,Monuments,Ctra San Jerónimo 32,28 - Sevilla,Calle Alcalá nº 27,18
Palacio de Miraflores,Monuments,Ctra San Jerónimo 15,28 - Sevilla,Calle Alcalá nº 27,18
Canalejas y Méndez,Monuments,Pza Puerta del Sol 6,33 - Carretas,Calle Carretas nº 8,0
Héroes Populares del Dos de Mayo,Monuments,Pza Puerta del Sol 8,33 - Carretas,Calle Carretas nº 8,0
Fuentes gemelas de la Puerta del Sol,Monuments,Pza Sol ,33 - Carretas,Calle Carretas nº 8,0
Carlos III,Monuments,Pza Puerta del Sol ,33 - Carretas,Calle Carretas nº 8,0
Atentados 11-M,Monuments,Pza Puerta del Sol 7,33 - Carretas,Calle Carretas nº 8,0
Antigua Iglesia y Hospital del Buen Suceso,Monuments, ,33 - Carretas,Calle Carretas nº 8,0
Km. 0,Monuments,Pza Puerta del Sol 8,33 - Carretas,Calle Carretas nº 8,0
Joaquín Costa,Monuments,C Barquillo 11,19 - Prim,Calle Prim nº 2,0
Eduardo Rosales,Monuments,CALLE VALGAME DIOS 2,19 - Prim,Calle Prim nº 2,0
Ruperto Chapí,Monuments,C Arenal 18,25b - Plaza de Celenque B,Plaza de Celenque nº 1,0
Iglesia San Ginés,Monuments,CALLE ARENAL 13,25b - Plaza de Celenque B,Plaza de Celenque nº 1,0
Frascuelo,Monuments,C Arenal 22,25b - Plaza de Celenque B,Plaza de Celenque nº 1,0
Eduardo Alfonso,Monuments,C Arenal 26,25b - Plaza de Celenque B,Plaza de Celenque nº 1,0
Fernando de Castro,Monuments,C Arenal 16,25b - Plaza de Celenque B,Plaza de Celenque nº 1,0
Manuel García Siches,Monuments,Trav Reloj 1,116b - Plaza de España B,Calle Princesa nº 5,0
Maestro Jacinto Guerrero,Monuments,Ctra Maestro Guerrero 2,116b - Plaza de España B,Calle Princesa nº 5,0
Fuente de la Concha o del Nacimiento del Agua,Monuments,Pza España ,116b - Plaza de España B,Calle Princesa nº 5,0
José García Vara,Monuments,C Arrieta 4,24 - Palacio de Oriente,Calle Carlos III nº 1,9
Mariano José de Larra,Monuments,C Santa Clara 3,24 - Palacio de Oriente,Calle Carlos III nº 1,9
Fuente de los Caños del Peral,Monuments,Pza Isabel II ,24 - Palacio de Oriente,Calle Carlos III nº 1,9
Maqueta de la plazuela de los  Caños del Peral,Monuments,Pza Isabel II ,24 - Palacio de Oriente,Calle Carlos III nº 1,9
Maqueta de los recintos amurallados de Madrid,Monuments,Pza Isabel II ,24 - Palacio de Oriente,Calle Carlos III nº 1,9
Iglesia Ntra. Sra. Buena Dicha,Monuments,C Silva 21,2 - Miguel Moya,Calle Miguel Moya nº 1,0
Fuente de Tudescos,Monuments,Pza Soledad Torres Acosta ,2 - Miguel Moya,Calle Miguel Moya nº 1,0
Kymaerxthaere. Puerta de entrada a la umbraesfera,Monuments,Pza Soledad Torres Acosta ,2 - Miguel Moya,Calle Miguel Moya nº 1,0
Iglesia Nuestra Señora Buena Dicha. Lápida conmemorativa,Monuments,C Silva 21,2 - Miguel Moya,Calle Miguel Moya nº 1,0
Instituto Industrial Isabel II,Monuments,C Doctor Cortezo 4,34 - Jacinto Benavente,Plaza de Jacinto Benavente,21
Manuel José Quintana,Monuments,C Marqués Viudo de Pontejos 2,34 - Jacinto Benavente,Plaza de Jacinto Benavente,21
Galicia en Madrid,Monuments,Pza Jacinto Benavente ,34 - Jacinto Benavente,Plaza de Jacinto Benavente,21
Barrendero madrileño,Monuments,Pza Jacinto Benavente ,34 - Jacinto Benavente,Plaza de Jacinto Benavente,21
Bernardo López García,Monuments,C Bernardo López Garcia 9,13 - Conde Duque,Calle Conde Duque nº 22,14
Dos columnas en la calle Conde Duque,Monuments,C Conde Duque ,13 - Conde Duque,Calle Conde Duque nº 22,14
Clara Campoamor,Monuments,Pza Guardias de Corps ,13 - Conde Duque,Calle Conde Duque nº 22,14
Ramón Pelayo,Monuments,C Noviciado 3,15 - San Vicente Ferrer,Calle San Vicente Ferrer nº 64,20
Miguel Morayta Sagrario,Monuments,C Pozas 18,15 - San Vicente Ferrer,Calle San Vicente Ferrer nº 64,20
Joven Bailando,Monuments,C Palma 49,15 - San Vicente Ferrer,Calle San Vicente Ferrer nº 64,20
Pablo Montesino,Monuments,C San Bernardo 70,15 - San Vicente Ferrer,Calle San Vicente Ferrer nº 64,20
Pablo Ruíz Picasso,Monuments,C San Pedro Mártir 5,43 - Jesús y María,Calle Lavapiés nº 34,10
Alberto Aguilera,Monuments,CALLE MAGDALENA 6,43 - Jesús y María,Calle Lavapiés nº 34,10
José Zorrilla,Monuments,C Santa Teresa 2,7 - Hortaleza,Calle Hortaleza nº 75,0
Puente de Segovia,Monuments, Puente de Segovia ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Sagrado Corazón de Jesús,Monuments, ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fofó,Monuments,PARQUE ATRACCIONES CASA CAMPO ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Estanque y fuente del Parque de Atracciones,Monuments,PARQUE ATRACCIONES CASA CAMPO ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Estanque circular del pabellón de Pontevedra,Monuments,Pza Puerta del Ángel ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente del Canal de la Partida,Monuments,Gta Patines ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente neoclásica baja en la avenida Principal de Provincias,Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente de los Caños,Monuments,GLORIETA CAÑOS ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente de las Covas,Monuments,Pº Azul ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente de los Neveros,Monuments,Gta Patines ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente del Plátano Gordo,Monuments,Pº Azul ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente del Triángulo,Monuments,Gta Patines ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Lago de la Casa de Campo,Monuments,ESTACION DE METRO LAGO ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Parque de Atracciones,Monuments, ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Mar,Monuments, ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Remodelación embarcadero deportivo,Monuments,Pº Embarcadero ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Prensa,Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Reproducción de la Puerta de Bisagra de Toledo,Monuments,C Principal de Provincias (Parque de la Casa de Campo) 9,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Reproducción de la Puerta del Carmen de Zaragoza,Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Cruz de término,Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Hórreo del pabellón de Pontevedra,Monuments,C Ganadería ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Mariblanca. Réplica Casa de Campo,Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
"Agricultor, agricultura y progreso",Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente neoclásica en la avenida Principal de Provincias,Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Beatriz Galindo 'La Latina',Monuments,Pza Puerta del Ángel ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Dos fuentes triangulares de la Casa de Campo,Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Estanque La Masía,Monuments,CALLE PRINCIPAL DE PROVINCIAS 2,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Fuente neoclásica en la calle Vivero,Monuments,C Principal de Provincias ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Puerta de Somosaguas,Monuments,CARRETERA SOMOSAGUAS ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Puente de La Agachadiza,Monuments,Pº Castaños ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Puerta entre Reservados,Monuments,PASEO PLATANOS ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Puente de Segovia. Panel informativo,Monuments,Pº Marqués de Monistrol 7,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Estanques Puente de Segovia,Monuments,Puente de Segovia ,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4,14
Joaquín Costa,Monuments,Pº Pontones 8,236 - Paseo Imperial,Paseo Imperial nº 20,12
Dodecaedro-Éter,Monuments,Pº Melancólicos ,236 - Paseo Imperial,Paseo Imperial nº 20,12
Hexaedro o cubo-Tierra,Monuments, ,236 - Paseo Imperial,Paseo Imperial nº 20,12
Obelisco Pasillo Verde,Monuments,C Santa María la Real de Nieva ,236 - Paseo Imperial,Paseo Imperial nº 20,12
Obeliscos-Pirámides,Monuments,Gta Pirámides ,169 - Pirámides,Calle Toledo nº 181,5
Fauno,Monuments, ,169 - Pirámides,Calle Toledo nº 181,5
Estanque Toledo-Acacias,Monuments, ,169 - Pirámides,Calle Toledo nº 181,5
Fuente Pirámides,Monuments,Gta Pirámides ,169 - Pirámides,Calle Toledo nº 181,5
Fuente en los jardines Doña Concha Piquer,Monuments, ,169 - Pirámides,Calle Toledo nº 181,5
Fuentes menores de Arganzuela,Monuments,PASEO YESERIAS 1,169 - Pirámides,Calle Toledo nº 181,5
Puente de Arganzuela,Monuments, ,169 - Pirámides,Calle Toledo nº 181,5
Obelisco de la Fuente Castellana,Monuments, ,174 - Madrid Río-Yeserías,Paseo de Yeserías nº 45,19
Parque de la Arganzuela,Monuments, ,174 - Madrid Río-Yeserías,Paseo de Yeserías nº 45,19
Fuentes playa Arganzuela,Monuments,Pº Yeserías ,174 - Madrid Río-Yeserías,Paseo de Yeserías nº 45,19
Fuente Grande de Arganzuela,Monuments,Pº Yeserías ,174 - Madrid Río-Yeserías,Paseo de Yeserías nº 45,19
Tomás Borrás Bermejo,Monuments,C Tomás Borrás 2,164 - Paseo de las Delicias,Paseo de las Delicias nº 92,7
El Ángel Caído,Monuments,Gta Ángel Caído ,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,10
Chueca,Monuments,Pº Uruguay ,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,10
Julio Romero de Torres,Monuments,Pº Julio Romero de Torres ,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,10
Puerta de Dante del Retiro,Monuments,Pza Menéndez Pelayo ,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,10
Fuente de Mariano de Cavia,Monuments,Pza Mariano de Cavia ,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,10
Estanque e isla ovalada del Parque del Retiro,Monuments, ,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,10
Fuente de Cupido de La Rosaleda,Monuments,Pº Duque de Fernán Núñez ,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,10
Mariano de Cavia,Monuments,Pza Menéndez Pelayo ,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,10
Jacinto Benavente,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Ramón Berenguer IV,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Doctor Cortezo,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Chintila,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Fray Pedro Ponce de León,Monuments,Pº Duque de Fernán Núñez ,96 - Castelló,Calle Alcalá nº 111,8
Urraca,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Serafín y Joaquín Álvarez Quintero,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Campoamor,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Fuente con escudo de Madrid,Monuments,Pº Bolivia ,96 - Castelló,Calle Alcalá nº 111,8
Fuente de la Concha del Parterre,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Fuente de los Delfines del Parterre,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Ría Sur y cascada de la Chopera,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Estanque Central de La Rosaleda,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Puerta de Madrid del Retiro,Monuments,C O'Donnell ,96 - Castelló,Calle Alcalá nº 111,8
Lucas Aguirre,Monuments,C Alcalá 62,96 - Castelló,Calle Alcalá nº 111,8
Dados de Hormigón Parque del Retiro,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Jarrones Franceses nuevos del Parterre,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Fuente nueva de los Delfines del Parterre,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Estanque del Bosque de los Ausentes,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Fontines del jardín de los Planteles del Retiro,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Jarrones de la Rosaleda del Retiro,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Pedestal del paseo Duque de Fernán Núñez,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Fuente del Fauno de La Rosaleda,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Ría del paseo de Venezuela,Monuments,PARQUE RETIRO ,96 - Castelló,Calle Alcalá nº 111,8
Andrés Eloy Blanco,Monuments,Pº Venezuela ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Ricardo Codorníu,Monuments,Pº Julio Romero de Torres ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Thalía,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Jacinto Verdaguer,Monuments,GLORIETA SARDANA ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Hércules y el León de Nemea,Monuments,Pº Duque de Fernán Núñez ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Puerta de los jardines del Arquitecto Herrero Palacios,Monuments,Pº Duque de Fernán Núñez ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Osos sentados de la Casa de Fieras,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Santiago Ramón y Cajal,Monuments,Pº Venezuela ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Estanques en cascada de los jardines de Cecilio Rodríguez,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Estanques largos de los jardines de Cecilio Rodríguez,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Estanque del Palacio de Cristal,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Estanques gemelos de la antigua Casa de Fieras,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Estanque pequeño de los jardines de Cecilio Rodríguez,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Fuente de la Gaviota,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Fuentes de la Bellota,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Fuente en la plaza del Mármol,Monuments,Pza Mármol ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Estanque circular de la antigua Casa de Fieras,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Fuente de la Sardana,Monuments,GLORIETA SARDANA ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Pedro Vargas,Monuments,Pº Panamá ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Laurel y Madroño,Monuments,GLORIETA SARDANA ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Enrique Tierno Galván,Monuments,Pº Duque de Fernán Núñez ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Homenaje a la Mar,Monuments,Pº Venezuela ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Pedro Sainz de Baranda y Gorriti,Monuments,CALLE ALCALDE SAINZ DE BARANDA 2,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Osos tumbados de la Casa de Fieras,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Diosa Hera,Monuments,Pº Duque de Fernán Núñez ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Columna-pedestal de los jardines de Cecilio Rodríguez,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Dos columnas en los jardines de Cecilio Rodríguez,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Estanque rústico y puente de los jardines de Cecilio Rodríguez,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Ocho columnas en los jardines de Cecilio Rodríguez,Monuments, ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Puerta de Sainz de Baranda del Retiro,Monuments,Pza Menéndez Pelayo ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Puerta del Olivar de Atocha (Jardines de Cecilio Rodríguez),Monuments,Pº Duque de Fernán Núñez ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Puerta del Doce de Octubre del Retiro,Monuments,Pza Menéndez Pelayo ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Puerta de Herrero Palacios del Retiro,Monuments,Pza Menéndez Pelayo ,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,18
Diana,Monuments,Pº Uruguay ,102 - Velázquez,Calle Alcalá nº 95,5
Hipólito Yrigoyen,Monuments,Gta 12 de octubre de 1492 ,102 - Velázquez,Calle Alcalá nº 95,5
Alfonso XII,Monuments,PASEO CHILE ,102 - Velázquez,Calle Alcalá nº 95,5
Fuente de las Cuatro náyades o de las Sirenas,Monuments, ,102 - Velázquez,Calle Alcalá nº 95,5
Fuente Egipcia,Monuments,Pº Venezuela ,102 - Velázquez,Calle Alcalá nº 95,5
Estanque grande del Retiro,Monuments,Pº Estanque (Parque del Retiro) ,102 - Velázquez,Calle Alcalá nº 95,5
Fuente de Isabel II o de los galápagos,Monuments,PLAZA NICARAGUA 1,102 - Velázquez,Calle Alcalá nº 95,5
Fuente del pequeño tritón,Monuments, ,102 - Velázquez,Calle Alcalá nº 95,5
Puerta de Hernani del Retiro,Monuments,C Alcalá 62,102 - Velázquez,Calle Alcalá nº 95,5
Embarcadero del Estanque del Retiro,Monuments,Pº Estanque (Parque del Retiro) ,102 - Velázquez,Calle Alcalá nº 95,5
Cruceiro de la plaza de Galicia,Monuments,Pza Galicia ,102 - Velázquez,Calle Alcalá nº 95,5
Juan Van-Halen y Sarti,Monuments,Pº Colombia ,102 - Velázquez,Calle Alcalá nº 95,5
Quiosco de Música del Retiro,Monuments,Pza Maestro Villa ,102 - Velázquez,Calle Alcalá nº 95,5
Fuente de la Salud del Retiro,Monuments, ,102 - Velázquez,Calle Alcalá nº 95,5
Ría del paseo de Colombia,Monuments,PASEO COLOMBIA 1,102 - Velázquez,Calle Alcalá nº 95,5
Fuente de la Gruta,Monuments,PASEO SALON DEL ESTANQUE ,102 - Velázquez,Calle Alcalá nº 95,5
Miguel Moya,Monuments,Pº Duque de Fernán Núñez ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Cecilio Rodríguez,Monuments, ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Hércules y la Hidra de Lerna,Monuments,Pº Duque de Fernán Núñez ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Estanque del jardín de Vivaces,Monuments, ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Puerta de Granada del Retiro,Monuments,Pza Menéndez Pelayo ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Puerta del Niño Jesús del Retiro,Monuments,Pza Menéndez Pelayo ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Fuente del Barrio del Niño Jesús,Monuments,Pza Menéndez Pelayo ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Puerta secundaria jardines Cecilio Rodríguez,Monuments,Pº Uruguay ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Puerta sur de los jardines de Cecilio Rodríguez,Monuments,Pº Uruguay ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
Puerta del pabellón de los Jardines Cecilio Rodríguez,Monuments,Pº Uruguay ,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,8
General Vara de Rey y Héroes del Caney,Monuments,Avda Ciudad de Barcelona 4,119 - Méndez Álvaro,Calle Méndez Álvaro nº 11,4
Fuente Amanecer,Monuments,Pza Amanecer en Méndez Álvaro ,119 - Méndez Álvaro,Calle Méndez Álvaro nº 11,4
Fuente de la Puerta de la Independencia,Monuments,Pº México ,60 - Plaza de la Independencia,Plaza de la Independencia nº 6,18
Puerta de la Independencia del Retiro,Monuments,Pza Independencia ,60 - Plaza de la Independencia,Plaza de la Independencia nº 6,18
José Ortega y Gasset,Monuments,CALLE ALFONSO XII 4,60 - Plaza de la Independencia,Plaza de la Independencia nº 6,18
